,text,label
2970,"Rosenborg-trener Rini Coolen mente uavgjort var et fortjent resultat. Hjemmelaget hadde ballen mest, men det var bortelaget som skapte flest sjanser, de fleste på kontringer.",irrelevant
2971,"– Jeg er skuffet over spillet, for vi kan spille bedre. Men jeg må være realistisk, for det var ikke noe mer energi igjen til slutt. Spillerne kjempet, og det er jeg fornøyd med, men vi kan spille bedre, og det kommer vi til å gjøre, sier Coolen til VG.",quote
2972," Se Crystal Palace-Liverpool på TV 2 Sport Premium og TV 2 Sumo mandag fra klokken 20.30 ​

",Ignore
2973,"På fotballbanen blir 32-åringen uansett bedre og bedre år for år. Forrige sesong satte han assistrekord med hele ni målgivende pasninger i Champions League. Selvsagt åpnet han også inneværende sesong med assist til Sadio Manés 2-0-scoring
                        mot West Ham sist helg.",Goal/Assist
2974,"Ledelsen ble doblet av Kristoffer Zachariassen med et drøyt kvarter igjen. På 14–15 meter fikk midtbanespilleren ballen perfekt servert av Jon-Helge Tveita, bredsidet ballen elegant opp i hjørnet bak Marko Maric.",Goal/Assist
2975,Og bergenserne trengte bare fem minutter til å ta ledelsen mot østfoldingene.,Goal/Assist
2976,"Det tok nesten femti minutter før Rosenborg greide å spille seg til en stor scoringssjanse. Men Jonathan Levi chippet over både keeper og mål, fra god posisjon.",sjanse
2977,"Stabæks lynving var en konstant trussel mot Rosenborgs midtstopperduo. Mer enn én gang ble Rosenborg reddet av André Hansen, som hindret flere Boli-scoringer.",sjanse
2978,"– Spillemessig var dette den beste kampen vi har gjort så langt, under meg. Vi kunne ha scoret flere mål.",quote
2979,– Er du skuffet over ett poeng?,quote
2980,"– Litt skuffet er jeg, når man ser de sjansene vi hadde. Vi forsvarte oss dypt, og Rosenborg hadde mye ball, uten at de greide å skape så mange sjanser. Så jeg skulle gjerne sett at vi hadde vunnet kampen.",quote
2981,"Sju minutter ut i omgangen kjørte Njie karusell med høyreback Eggen Hedenstad. Njie tok seg helt ned til dødlinja, og la pasningen utover. Der ventet Franck Boli, banens bestemann, med yttersiden av foten; og ballen helt oppe i Hansens nærmeste kryss.",Goal/Assist
2982,"Etter ledermålet ventet ikke Rosenborg-trener Coolen lenge med å gjøre grep. Erik Botheim kom inn for Gersbach, og fikk operere i en fri rolle på offensiv midtbane; i en slags tier-rolle",irrelevant
2983,"Flere mål bel det ikke. Dermed har Rosenborg ett poeng opp til Brann, mens Molde kommer i en fart bakfra.",Club details
2984, Se reportasje i videovinduet øverst.,Ignore
2985,"Debutant Jebali fant innbytter Anders Konradsen, som avsluttet og tvang Sean McDermott til å gi en retur.",sjanse
2986,"Anders Konradsen sørget for RBK-ledelse, mens Jebali kronet en god debut med å sette inn kveldens andre.",Goal/Assist
2987,Drømmedebut for RBKs nysignering,irrelevant
2988,Issam Jebali sentral da Rosenborg slo Kristiansund.,irrelevant
2989,Kristiansund-Rosenborg 0-2,Ignore
2990,"Rosenborg spilte ingen stor kamp, men nysigneringen Issam Jebali viste seg frem og bidro til at trønderne reiste hjem fra Kristiansund med alle tre poengene.",Club details
2991,"Rosenborg ligger fortsatt ett poeng bak serieleder Brann, som også vant sin kamp mot Sarpsborg søndag kveld.",Club details
2992,"Haugesund og Molde på plassene bak avga poeng, og er henholdvis seks og åtte poeng bak bergenserne.",Club details
2993,"Det var lenge en jevnspilt kamp, der vertene klarte seg vel så bra som sine langt mer meritterte gjester.",irrelevant
2994,"Mot slutten av første omgang Dan Petter Ulvestad en gyllen mulighet etter en corner, men lagene gikk til pause på 0-0.",sjanse
2995,"Utover i andre omgang fester Rosenborg grepet mer og mer, og etter 65 minutters spill satt den for trønderne.",Goal/Assist
2996,VG Live: Les fullstendig kampreferat her,Ignore
2997,– Hva sa manager Hughes til deg etter kampen?,quote
2998,Sju minutter senere doblet gjestene ledelsen på vakkert vis.,Goal/Assist
2999, Se scoringene øverst,Ignore
3000,"Målshowet startet allerede etter tre minutter, da Erling Braut Håland skaffet straffe og scoret på den selv. Så smalt han en ball i stolpen og en i nettveggen før 20 minutter var passert. ",Goal/Assist
3001,Etter en vanvittig kjøpefest på siste dag av overgangsvinduet styrket Brann troppen før innstpurten i gullkampen.,Transfer
3002,"– Det var selvfølgelig veldig deilig. Det var en tøff kamp i dag, med litt mye rot i begge ender. Målet sto i stil til resten av kampbildet. Det var ikke verdens vakreste, men det er fortsatt like viktig og det hjalp til at vi fikk
                        litt lavere skuldre og fikk bedre kontroll på kampen, sier Konradsen til TV 2.",quote
3003,"Birger Meling fant Jebali ute på venstrekanten. Han tok seg inn i boksen, dro seg forbi en KBK-forsvarer og kronet debuten ved å på vakkert vis curle ballen i lengste fra skrått hold.",Goal/Assist
3004,"To minutter før full tid ble målscoreren byttet ut, og erstattet med Rosenborgs andre nysignering i sommervinduet - serberen Djordje Denic (22).",irrelevant
3005,Brann vant toppkampen,Club details
3006,Lars Arne Nilsen og Brann tok en kontrollert seier over Sarpsborg 08 med nyervervelsene Daouda Bamba og Ruben Yttergård Jenssen på benken.,Club details
3007,Brann - Sarpsborg 08 2-0,Ignore
3008,"Men mot Sarpsborg 08 valgte Lars Arne Nilsen å starte med nysigneringene Christian Eggen Rismark, Ruben Yttergård Jenssen og Daouda Bamba på benken. Det var kun Thomas Grøgaard som fikk tillit fra start av spillerne som nettopp har
                        kommet til Bergen.",Club details
3009,"Brann holder fremdeles unna på toppen av tabellen, selv om Rosenborg ligger hakk i hæl.",Club details
3010,"Bergenserne leder tabellen med ett poeng foran Rosenborg, og seks poeng foran Haugesund på tredjeplass.",Club details
3011,"– Det var en tett og jevn kamp hvor Brann var mest effektive. De har hentet mange spillere, og de blir spennende å se om de klarer å holde trykket oppe hele sesongen, sa Raymond Kvisvik i FotballXtra på TV 2.",quote
3012,Slik startet lagene:,irrelevant
3013,VG Live: Les fullstendig kampreferat her!  ,Ignore
3014,"Men det var hjemmelaget som skapte de største sjansene. Gilbert Koomson var bare centimetere fra å øke ledelsen til 2-0 for rødtrøyene, men headingen strøk utsiden av stolpen.",sjanse
3015,Leckaj scoret et av målene i 3–0-seieren. Han feiret sin scoring foran bortesupporterne fra Moss,Goal/Assist
3016,"Andreas Aalbu og Joona Veteli scoret de andre målene for FFK. Aristokratene ligger på 2. plass, tre poeng bak serieleder Raufoss i sin 2. divisjonsavdeling. ",Goal/Assist
3017,Marko Grujić går på lån ut sesongen.,Transfer
3018,"– Det er helt åpent dette. Sarpsborg har et godt nok lag til å slå tilbake, sa Raymod Kvisvik i FotballXtra på TV 2.",quote
3019,Doblet ledelsenDet utviklet seg til å bli en sjansefattig affære mellom de to topplagene. Dermed gikk lagene til pause på stillingen 1-0 til Brann.,irrelevant
3020,"Ruben Yttergård Jenssen og Daouda Bamba ble byttet inn med 20 minutter igjen av kampen, til stor begeistring fra hjemmefansen. Ingen av nykommerne klarte å sette sitt preg på kampen.",Player details
3021,"Kampen endte 2-0 til rødtrøyene, og Brann holder unna for Rosenborg, som vant 2-0 over Kristiansund.",Club details
3022,BRANN (4-3-3): Sahin-Radlinger - Teniste - Acosta - Wormgoor (K) - Grøgaard - Barmen - Orry Larsen - Haugen - Rolantsson - Lie Skålevik - Koomson.,irrelevant
3023,SARPSBORG 08 (4-4-2): Vasiutin - Tveita - Utvik - Tamm - Thomassen - Halvorsen - Singh - Zachariassen - Larsen - Mortensen - Strand Larsen.,irrelevant
3024,"«Nye Arsenal» senket av City: – Kom tilbake, Arsène!",Club details
3025,(Arsenal – Manchester City 0-2) Regjerende seriemester Manchester City fortsetter der de slapp. Tittelutfordrer Arsenal ble slått 2–0 på bortebane i PL-åpningen.,Club details
3026,For første gang siden 1997/98-sesongen sto en annen manager enn Arsène Wenger (ankom september 1996) på sidelinjen i en sesongåpning for Arsenal. ,irrelevant
3027,"Prosjekt Unai Emery kunne imidlertid ha håpet på en bedre start, for da pipeblåser Michael Oliver blåste for 90 minutter på Emirates, sto det 2–0 i favør Manchester City på måltavlen.",irrelevant
3028,"– Når du spiller mot et lag med Citys kvaliteter og selvtillit, blir det alltid vanskelig. Man kan ikke gjøre mange tabber, sier Petr Cech, som var svært nær ved å score selvmål da han sentret et tilbakespill bakover og like utenfor egen stang.",quote
3029,"– Det er synd at vi ikke klarer å avslutte kontringene våre. Samlet sett er vi skuffet over tapet, fortsetter han.",quote
3030,"Dette var Unai Emerys første tellende kamp som Arsenal-manager, og TV 2-kommentator Simen Stamsø Møller lot seg ikke imponere veldig.",irrelevant
3031,"I det 86 minutt fikk Moi en god mulighet inne i feltet, men ble taklet av James Tarkowski i avslutningsøyeblikket, og måtte nøye seg med en corner det ikke ble noe av. ",sjanse
3032,"David Silva markerte seg med et praktfullt frisparkmål fra 20 meter tidlig i andre omgang, før han ble byttet ut til stående ovasjoner etter 64. minutter.",Goal/Assist
3033,"De scoret i hver sin omgang, begge på pasning fra Benjamin Mendy.",Goal/Assist
3034,VG Live: Referat fra kampen,Ignore
3035,VG Live: Les utfyllende referat her!,Ignore
3036,Moi fikk Premier League-debuten for Southampton: – Føler at det ble «bare nesten»,Player details
3037,"– Jeg følte at jeg fikk vist meg frem litt, satt litt fart og prøvd på ting. Det var en godkjent start for min del, men selv er jeg ikke helt fornøyd. Jeg skulle hatt scoring eller assist, sa Elyounoussi da han møtte VG en times tid etter kampslutt i regnværet utenfor St. Mary’s Stadium.",quote
3038," I går fikk Stefan Johansen sin Premier League-debut for Fulham, og i dag ble Elyounoussi nordmann nummer 69 som har spilt i den engelske toppserien. Han ble samtidig den sjette som har fått obligatorisk ligakamp for Southampton.",Player details
3039,I det 56. minutt hadde manager Hughes sett nok av et tamt hjemmelag som med en god porsjon flaks hadde holdt nullen mot Burnley.,irrelevant
3040,Hughes tok en liten «peptalk» med Moi i sekundene før han entret banen.,irrelevant
3041,"– Han ba meg bare spille mitt spill og ha det morsomt. Det var betryggende, og jeg gjorde som han sa – jeg koste meg.",quote
3042,"Mark Hughes fremhevet også byttene, og Mois innsats i intervjuene etter kampen: ",irrelevant
3043,"– Med Mois tekniske ferdigheter og viljen til å utfordre, så har vi et ekstra element med offensivt trykk som vi har manglet tidligere, sa Hughes. ",quote
3044,"Danny Ings, lånt inn for sesongen fra Liverpool, kom inn for Stuart Armstrong. Moi erstattet høyreback Cedrick Soares, og la seg i en offensiv rolle på venstrekanten.",Transfer
3045,Og han var godt synlig i en kamp der underholdningsverdien totalt sett ikke var all verden. ,irrelevant
3046,"Elyounoussi ble tidlig taklet knallhardt av Matthew Lowton, men viste nok til at han bør være aktuell for en plass fra start i bortekampen mot Everton neste helg. ",irrelevant
3047,"Og han hadde da også muligheten til å bli den store, store helten. ",irrelevant
3048,"– Jeg måtte ta et touch for å dra ham vekk. Jeg hadde lyst til å ta den på utsiden og skyte med høyre, men ombestemte meg i siste liten. Jeg var litt ute av balanse og brukte litt mye tid, forklarte Elyounoussi.",quote
3049,"– Jeg håper dette var nok til å få bidra minst like mye fremover, oppsummerte den tidligere Basel, Molde og Sarpsborg 08-spilleren. ",quote
3050,"–  Jeg synes Arsenal har mange av de samme syndromene som forrige sesong. De har spillere som ødelegger ganske mye. Cech sprer ikke trygghet, og Xhaka er teknisk dårlig fortsatt. Det gjør at de ikke får angrepet mer enn de gjør, mener han. ",quote
3051,"– Kom tilbake, Arsène! Samme gamle Arsenal idet Emerys menn gikk på tap mot City, skriver Daily Mail på sine nettsider.",quote
3052,"Men selv om det ikke gikk veien, er det ingen grunn til å gi opp prosjektet, mener Gary Lineker.",irrelevant
3053,Manchester City-seieren sørget Raheem Sterling og Bernardo Silva før.,irrelevant
3054,"Raheem Sterling dro seg innover fra venstre, gikk i overkant lett forbi Hector Bellerín og Matteo Guendouzi før han plasserte ballen til venstre for en noe passiv Petr Cech (valgt på bekostning av sommerkjøpet Bernd Leno).",Goal/Assist
3055,Det var 23 år gamle Raheem Sterlings 50. Premier League-mål.,Player details
3056,– Den perfekte start?,quote
3057,"– Med tanke på der vi er i sesongen, med flere spillere som ikke er helt klare fysisk, en fantastisk god prestasjon, fortsetter City-manageren, og melder at eget lag kommer til å bli «bedre og bedre for hver dag».",quote
3058,PS: Neste runde venter Huddersfield på hjemmebane for Manchester City. Arsenal møter Chelsea borte.,Club details
3059,FrisparkperleOg festen var på ingen måte over. To minutter ut i andreomgangen banket David Silva inn hjemmelagets fjerde scoring på et fantastisk frispark.,Goal/Assist
3060,Først lobbet han inn ledermålet på utsøkt vis etter 25 minutter. Deretter var han nådeløs og satte inn sitt andre mål for dagen med ti minutter igjen av førsteomgangen.,Goal/Assist
3061,"Keepertabbe og reduseringSelv om City regelrett maltrakterte Huddersfield i banespillet, fikk de hjelp av gjestene. Ben Hamer skulle bare plukke opp et innlegg som ble slått
                        inn i feltet, men presterte på merkelig vis å miste ballen. Agüero var årvåken og straffet sisteskansen knallhardt med å sette inn sitt andre mål for dagen.",Goal/Assist
3062,"Femten minutter før slutt satte argentineren inn sitt tredje mål for dagen, og sikret seg dermed sitt niende hattrick for Manchester City i ligaen.",Goal/Assist
3063,"30-åringen drev tidvis Huddersfield-forsvarerene til vanvidd med sin enorme fart og styrke, og scoret hattrick da «The Citizens» tok sesongen andre seier.",Goal/Assist
3064,Han ble tidenes dyreste norske spiller da Southampton hentet ham fra Basel for 190 millioner kroner i juli. ,Transfer
3065,Agüero med klassescoring da Manchester City serverte festfotball,Goal/Assist
3066,Sergio Agüero ble den store spilleren med hattrick da Manchester City feide Huddersfield av banen.,Player details
3067,Manchester City - Huddersfield 6-1,Ignore
3068,Sergio Agüero var tilbake i storslag etter et skuffende verdensmesterskap for Argentina.,Player details
3069," Se samendraget øverst 
",Ignore
3070,Fantomkampen mot Huddersfield gjør at Agüero nå har scoret 146 mål for Manchester City i Premier League etter han kom fra Atlético Madrid i 2011.,Player details
3071,"– Han blir aldri mett på scoringer. Han jakter hele tiden nye triumfer. For en fantastisk fotballspiller Agüero er, sa TV 2s kommentator Kasper Wikestad.",quote
3072,Manchester City vant 6-1 i det som var en parademarsj fra første minutt. Dermed har Pep Guardiola fått en perfekt start på sesongen med full pott på to kamper.,Club details
3073,Slik var kampen:De regjerende Premier League-mesterne gikk ut i et forrykende tempo mot Huddersfield på Etihad Stadium.,irrelevant
3074,"Allerede etter fire minutter hadde blåtrøyene skapt fire muligheter, og størst av dem alle var det David Silva som sto bak.",sjanse
3075,"Spanjolen la inn til Gabriel Jesus som på utrolig vis ikke greide å stokke beina, og avslutningen fra tre meter gikk rett på Huddersfield-målvakt Ben Hamer.",sjanse
3076,"– Enveiskjøring. Scenen er satt, sa Wikestad fem minutter ut i kampen.",quote
3077,"– Det er så følsomt av Agüero. Manchester City straffer Huddersfield knallhardt, utbrøt Wikestad.",quote
3078,"Vertene ledet 2-0 etter halvtimen, men kunne, om de hadde vært litt mer effektive, ledet langt mer. Huddersfield hadde knapt vært på banehalvdelen til hjemmelaget.",irrelevant
3079,"– Ben Hamer har en mareritt-dag på jobb. Den skal han holde syv dager i uken, sa Wikestad.",quote
3080,På et av få angrepsforsøk i førsteomgangen skulle gjestene få uttelling. Et innkast ble stusset videre til Jon Stankovic som hadde løpt seg fri fra markeringen inne i boksen. Sloveneren satte inn reduseringsmålet fra kloss hold.,Goal/Assist
3081,Reduseringen ble det siste som skjedde i en førsteomgang hvor hjemmelaget dominerte fullstendig.,irrelevant
3082,"Spanjolen skrittet opp på 20 meter og skrudde ballen over muren, og helt opp i krysset.",Goal/Assist
3083,"– Ai ai ai. Hamer er fullstendig sjanseløs. For en skikkelse Silva har vært etter han ankom Premier League. Her viser han fram sine ferdigheter, sa Wikestad.",quote
3084,"Hattrick og selvmålEtter sin andre scoring hadde Agüero prøvd seg utallige ganger i jakten på hattrick. Femten minutter før slutt skulle det endelig lykkes for argentineren.
                        Benjamin Mendy slo et perfekt innlegg som Agüero flikket videre i lengste hjørne.",Goal/Assist
3085,"Fem minutter før slutt satte Terence Kongolo ballen i eget nett, og fastsatte dermed sluttresultatet til 6-1 for Manchester City.",Goal/Assist
3086,"Huddersfield var aldri i nærheten av å kunne matche de regjerende Premier League-mesterne på Etihad Stadium, og måtte tidlig innse at sesongens andre tap var et faktum.",Club details
3087,City har på sin side fått en strålende start på sesongen med to seire og syv scoringer på to kamper.,Club details
3088,"– Intensiteten og tempoet er mye høyere enn det jeg er vant til fra Sveits, men det er ikke noe skremmende nivåhopp som gjør at jeg må endre meg. Det et er tøft med taklinger og dueller, særlig når man møter Burnley, men det er fint nivå, bra trykk på tribunen og veldig kult å få oppleve dette, forklarte Moi som er nødt til å prestere fremover for å holde plassen i troppen.",quote
3089,"En etablert spiller som Shane Long måtte sitte på tribunen i oppgjøret mot Burnley, og benken er full av offensive alternativer.",Player details
3090,"– Vi har ren veldig stor tropp her nå, og jeg må forbedre meg til å få nesten-sjansene til å bli scoringer både for meg og andre, slo Elyounoussi fast.",quote
3091,PS! Førstkommende lørdag skal Southampton spille borte mot Everton. ,Club details
3092,Keita var sentral da Mohamed Salah scoret kampens første i det 19. minutt. ,Goal/Assist
3093,"Salah, som forrige sesong scoret 32 ligamål (44 totalt), åpnet med det målkontoen for sesongen 2018/19.",Goal/Assist
3094,"James Milner er også fornøyd med at Keita, som ble kjøpt forrige sommer, men som tilbragte forrige sesong på lån i RB Leipzig, har kommet til klubben.",Transfer
3095,VG Live: Les utfyllende referat her! ,Ignore
3096,(Liverpool – West Ham 4–0) Naby Keïta (23) strålte i sin første tellende Liverpool-kamp. Etterpå vanket det lovord fra sjefen selv.,Player details
3097,"– Ikke perfekt, men virkelig bra, var dommen til Jürgen Klopp.",quote
3098,"– Du kan se at han bare kommer til å bli bedre, og man kan bare prøve å se for seg hvor god han kommer til å bli når han får mer tid med gutta. Han er en kvalitetsspiller, akkurat som de andre vi har brakt inn og som skaper konkurranse. Det er slik man vil ha det, stemte Liverpool-kapteinen i overfor Sky Sports. ",quote
3099,"– Keita er definitivt verdt ventetiden, er budskapet til Liverpool Echo-journalist Ian Doyle.",quote
3100,"– Keitas dynamikk har brakt noe helt nytt til Liverpools midtbane, i tillegg til at han er svært villig til å komme fra dypet og løpe mot motstanderens forsvar. Dette var grunnen til at Jürgen Klopp var villig til å betale 52,5 millioner pund og vente ett år for å lande overgangen, skriver han for avisen.",quote
3101,"Han dro seg fint fremover sentralt i banen, spilte ballen med utsiden av foten til Andy Robertson og backens harde innlegg langs bakken fant - selvfølgelig - veien til Mohamed Salah. ",irrelevant
3102,Deretter sang det i nettmaskene til Lukasz Fabianski.,irrelevant
3103,Det samme gjorde Sadio Mané. På overtid av omgang nummer én pirket han ballen over streken etter at hele West Ham-forsvaret duppet av.,Goal/Assist
3104,"– De har sett styggode ut, mente TV 2-kommentator Simen Stamsø Møller i pausen.",quote
3105,"– Det eneste er at de burde hatt flere mål, la han til.",quote
3106,Det skulle Liverpool også få. ,irrelevant
3107,"– Vi gjorde en herlig jobb og skapte mange sjanser. Vi spilte bra fra start til slutt, konstaterer Sadio Mané etter Liverpools 4–0-seier.",quote
3108,"– Vi scoret fire og jeg scoret to, så jeg er veldig glad, fortsetter han overfor BBC.",quote
3109,"West Ham, nevnt blant overgangsvinnerne, kunne på sin side knapt fått en verre start.",irrelevant
3110,VG Live: Følg Molde-Brann her fra 18.00!,Ignore
3111,"Og beslutningen ble straffespark, til vertenes fortvilelse. Det satte Dusan Tadic iskaldt inn og sikret fortjent 1-0-seier for Ajax.",Goal/Assist
3112,Se Brighton-Manchester United søndag klokken 17.00 på TV 2 Sport Premium og TV 2 Sumo,Ignore
3113,"Red Bull Salzburg-aktuelle Erling Braut Håland er Eliteseriens heteste salgsobjekt, men Brann-keeper Samuel Sahin-Radlinger (25) håper ikke unggutten blir solgt før møtet mellom Molde og Brann på søndag.",Transfer
3114," Se Manchester City – Huddersfield på TV 2 Sumo fra klokken 14.00 på søndag.
",Ignore
3115, Se Pereira score på et nydelig frispark mot Liverpool i videovinduet øverst.,Ignore
3116,Mange trodde stortalentets tid i Manchester var forbi da han forrige sesong dro på utlån til Valencia på overgangsvinduets siste dag.,Transfer
3117,Bekreftet: Chelsea gjør Kepa (23) til verdens dyreste keeper,Transfer
3118,"Lørdag ble Ruben Yttegård Jenssen klar for Brann. Han blir høyst sannsynlig Sivert Heltne Nilsens erstatter på midtbanen, men er ikke spilleklar til kampen mot Molde. Her kan du lese mer om overgangen. ",Transfer
3119,Og de fremmøtte ble servert et fyrverkeri av en kamp på banen også. ,irrelevant
3120,Messi-magi og Coutinho-scoring reddet Barcelona i premieren,Goal/Assist
3121,"Vertene fikk frispark fra 20 meter, og Messi gjorde seg klar i sedvanlig stil. Istedenfor å bøye ballen over muren valgte argentineren å skyte langs bakken. Alaves-spillerne i muren hoppet, og ballen gikk rett i mål.",Goal/Assist
3122, Se Messi' frekke frispark øverst,Ignore
3123,"Messi-magiEtter 62 sjansefattige minutter kom omsider den forløsende scoringen for hjemmelaget, og hvem andre enn Lionel Messi var det som skulle redde dagen for Barcelona.",Goal/Assist
3124,"Med kjøpene av keeper Alisson, den defensive midtbanespilleren Fabinho, den strålende boks-til-boks-spilleren Naby Keita og backup-signeringen Xherdan Shaqiri kommer Liverpool utvilsomt styrket ut av overgangsvinduet.",Transfer
3125,I går hadde Jeffrey Schlupp lagt grunnlaget da han på herlig vis banket ballen i nettet fra vrien posisjon inne i feltet. For øvrig hans første scoring i Premier League på nøyaktig 100 kamper for Palace og gamleklubben Leicester. ,Goal/Assist
3126,"Og ikke minst hadde altså Zaha nettopp økt ledelsen til 2–0 for bortelaget, og Palace trengte bare å sikre seieren på tampen.",Goal/Assist
3127,"Benteke spilte for øvrig ingen stor kamp, men var nær scoring i 1. omgang da han headet mot mål og keeper så vidt fikk slått den videre i tverrliggeren.  ",sjanse
3128,Richarlison-show i Everton-debuten – Wolves slo tilbake to ganger,irrelevant
3129,(Wolverhampton – Everton 2–2) Richarlison (21) presenterte seg for Everton-fansen med brasilianske takter. Dobbelen hans ble imidlertid nullet ut av et Wolves-lag som viste at de ikke kommer til Premier League for å være noen kasteball.,irrelevant
3130,"Men en forrykende debut til tross, det holdt ikke til tre poeng mot nyopprykkede Wolverhampton. ",irrelevant
3131,Men denne firemålsfesten hadde det meste. ,irrelevant
3132,Premier League-fotball var tilbake på Molineux Stadium for første gang siden 2011/12-sesongen. Det ble markert med fyrverkeri foran et fullsatt stadion. ,irrelevant
3133,"MønsterangrepÅtte minutter ut i kampen viste Chelsea angrepsfotball i verdensklasse. Marcos Alonso og Jorginho spilte vegg på venstresiden. Spanjolen kom stormende inn på
                        banehalvdelen til Arsenal, løftet blikket, og fant Pedro inne i feltet med en perfekt pasning. Den tidligere Barcelona-vingen gjorde ingen feil og satte ballen kontrollert i nettet bak Petr Cech.",Goal/Assist
3134,"Arsenal lå under 0-2 etter 20 minutter spilt, men greide på mesterlig vis å slå tilbake etter scoringer av Henrikh Mkhitaryan og Alex Iwobi.",Goal/Assist
3135,"Kjempet seg tilbakeFor det var ikke Arsenals dag framfor mål. Femten minutter før pause fikk Henrikh Mkhitaryan nesten en identisk mulighet som klubbkamerat Aubameyang blåste
                        over mål tidligere i omgangen. Den tidligere Manchester United-spilleren greide heller ikke å presse ballen under tverrliggeren, og misbrukte sjansen til å gi «The Gunners» muligheten til å kjempe seg tilbake i kampen.",sjanse
3136,"Men, da det første forsøket gikk himmelhøyt over mål, satt det andre klistret i nettet. Mkhitaryan lot seg ikke be to ganger og dunket til fra utsiden av sekstenmeteren. Ballen gikk via hånden til Chelsea-målvakt Kepa Arrizabalaga
                        og i mål.",Goal/Assist
3137,"Marcos Alonso, som hadde målgivende til Pedro i førsteomgangen, kom stormende på første stolpe og satte innlegget fra innbytter Eden Hazard Kontant i mål.",Goal/Assist
3138,"Ruben Neves stilte seg opp for å ta det påfølgende frisparket på 18 meter. Englands VM-helt, Jordan Pickford, regnet nok med at Neves ville skru ballen over muren, men midtbanespilleren gikk for keeperhjørnet og prikket ballen i krysset. Utligningen kom like før pause, og Everton måtte dermed belage seg på 45 minutter med én mann mindre. ",Goal/Assist
3139,"Etter en begredelig åpning på kampen hadde Arsenal nå stilt inn siktet. Etter fine kombinasjoner utenfor boksen til vertene fant målscorer Mkhitaryan nigerianeren Alex Iwobi men et flott innlegg. Iwobi var sikker og satte inn utligningen
                        for gjestene.",Goal/Assist
3140,"Men hva gjør vel det når du har Richarlison? Han sendte nemlig Everton tilbake i ledelsen etter en lekker avslutning med bredsiden, etter å ha kombinert fint med angrepsmakker Cenk Tosun. ",Goal/Assist
3141,Richarlison startet festen – og Everton-debuten – på best tenkelig vis med å sende blåtrøyene i føringen etter 20 minutters spill. Et Leighton Baines-innlegg falt gunstig for brassen som hadde en enkel jobb med å score det Merseyside-klubbens første mål for sesongen. ,Goal/Assist
3142,Scoringen løftet taket på Stanford Bridge i det som må beskrives som et fartsfylt derby mellom to angrepsvillige lag.,Goal/Assist
3143,"Flere scoringer ble det ikke, men det kunne fort blitt det. Både Cenk Tosun og Diogo Jota hadde muligheten til å score sitt første for sesongen, og Jimenez misbrukte også flere muligheter før han til slutt fant veien til mål.",Goal/Assist
3144,"Ting så rosenrødt ut for Everton, og ditto mørkt ut for et Wolves-lag som slurvet med pasningene og slet med å skape muligheter. Så fikk de en gavepakke. ",irrelevant
3145,Men det gikk som det som oftest gjør når disse to møtes i Premier League. Da ender det vanligvis uavgjort. Dette var den femte kampen som endte uavgjort mellom disse to – på ni kamper.,irrelevant
3146,Spanjolene reddet Chelsea i ellevill femmålskamp: – En klassiker,irrelevant
3147,Chelsea - Arsenal 3-2,Ignore
3148,"Det så ut som det skulle ende med poengdeling mellom Arsenal og Chelsea, men så kom Chelseas venstreback til unnsetning.",Ignore
3149,"En klassiker, utbrøt Jon Hartvig Børrestad i TV 2s Premier League-studio pausen.",irrelevant
3150,Og det var ikke mangel på høydepunkter i London-derbyet mellom Chelsea og Arsenal.,irrelevant
3151,"Da det gjenstod ti minutter, så det ut som det skulle ende med poengdeling mellom de to gigantene, men så dukket en spanjol opp og avgjorde kampen for hjemmelaget.",Goal/Assist
3152,"– Fantastisk fotballkamp. Det er to lag som har mye til felles, og viser en beundringsverdig angrepsvilje. Det er Chelsea som trekker det lengste strået til slutt, men denne kampen kunne gått begge veier, sa TV 2s ekspertkommentator Brede Hangeland etter kampen.",quote
3153,"Dermed står Chelsea med full pott etter to serierunder, mens Unai Emery og Arsenal har fått en tung start på sin Premier League-karriere med to strake tap.",Club details
3154," Se samendraget øverst
",irrelevant
3155,"Chelsea styrte det meste på Stanford Bride det første kvarteret, men Arsenal spilte seg gradvis inn kampen.",Club details
3156,"Unai Emery fikk en tung start som Arsenal-trener med 0-2-tap for Manchester City i seriåpningen, og etter 20 minutter gikk det fra vondt til verre for spanjolen.",Club details
3157,"Cesar Azpilicueta sendte en strøken bakromspasning til Alvaro Morata som hadde startet bak ryggen til Arensals midtstoppere. Den spanske angriperen lurte vekk Shkodran Mustafi og satte ballen iskaldt forbi Cech. Maurizio Sarri' menn
                        var nådeløst effektive i starten av førsteomgangen, og så allerede ut til å ha festet grepet om seieren.",Goal/Assist
3158,"– Han nøler ikke et sekund. Det er instinktet som sier at han skal skyte. God avslutning fra Mkhitaryan, sa Hangeland.",quote
3159,"– Arsenal har virkelig spilt seg opp de siste 20 minuttene. De har rett og slett vært livsfarlig, sa Hangeland.",quote
3160,"Tam andreomgang ​Hvis førsteomgangen var et fyrverkeri, ble andreomgangen en heller tam affære. Ingen av lagene greide å opprettholde tempoet fra de første 45 minuttene.",irrelevant
3161,VG Live: Følg Spurs mot Newcastle fra 13.30!,Ignore
3162,"Den scoringen kom etter 40 minutters spill, og knappe 40 minutter senere kom det som skulle bli spikeren i kisten. Wilfried Zaha, som hadde hatt en frustrerende ettermiddag på jobb, ble spilt fri av Aaron Wan-Bissaka, før han rundet Fabri i Fulham-buret og trillet ballen i mål.",Goal/Assist
